,update,merit,gestation,fitness,repro_rate,dep_size,copied_size,executed_size,dep_abundance,prop_birth,breed_true,dep_depth,generation,neutral,label,true_rep_rate,not,nand,and,orn,or,andn,nor,xor,equ,resnot,resand,resor,resnor,resnand,resorn,resandn,resxor,resequ,safe,inst_executed,popsize,genotypecount,thresholdgenotypes,numspecies,numthresholdspecies,numlineages,numbirths,numdeaths,numbreedtrue,numbreedtrue2,numnobirth,numsinglethreaded,nummultithreaded,nummodified,uniquephenotypetask,shannondiv,uniquephenotypecount,avgshannondiv,avgtaskdiv,seed,condition
5548,100000,159005.0,1272.85,120.791,0,0,247.629,196.81,0,0.0196399,0.0106383,0,3329.26,1.35825,0,81.1988,753.0,914.0,877.0,885.0,1080.0,1168.0,950.0,733.0,513.0,9.48346,8.37899,8.419880000000001,8.29117,8.01793,7.81205,8.264710000000001,16.2058,13.0713,9000.0,35940.0,1222.0,801.0,280.0,0.0,0.0,0.0,24.0,18.0,13.0,581.0,369.0,1222.0,0.0,0.0,70.0,4.12439,126.0,2.58672,6.4294,9397,killed-pop10
5649,100000,16261600.0,2040.63,7611.81,0,0,120.721,116.051,0,0.0140845,0.0140845,0,1211.26,0.628071,0,6250.7,463.0,513.0,518.0,814.0,656.0,675.0,514.0,435.0,714.0,27.9315,44.5297,23.0396,18.9822,28.8199,19.0765,25.7299,36.3865,28.1629,9000.0,29430.0,994.0,121.0,97.0,0.0,0.0,0.0,14.0,14.0,14.0,994.0,196.0,994.0,0.0,0.0,11.0,2.7329,24.0,2.27413,5.316,9707,ecology-pop6
5750,100000,2.84025e+46,15776.0,1.81614e+42,0,0,819.5269999999998,458.624,0,0.00340909,0.0,0,3557.97,81.0788,0,2.16903e+46,860.0,847.0,833.0,846.0,852.0,840.0,849.0,838.0,0.0,148.30100000000004,150.019,150.994,140.847,140.55,140.732,141.287,141.498,994.992,930.0,26370.0,880.0,843.0,34.0,0.0,0.0,0.0,3.0,2.0,0.0,109.0,437.0,880.0,0.0,0.0,21.0,0.6439020000000001,86.0,2.88825,7.6875,10413,killed-pop1
5851,100000,1269560000.0,2442.48,511402.0,0,0,337.934,307.901,0,0.00853789,0.00853789,0,1853.54,36.8037,0,362181.0,937.0,529.0,529.0,937.0,937.0,408.0,937.0,408.0,529.0,17.5946,92.4312,56.4834,14.5078,19.1097,29.2578,17.0325,34.5962,55.4884,930.0,28110.0,937.0,2.0,2.0,0.0,0.0,0.0,8.0,11.0,8.0,937.0,450.0,937.0,0.0,0.0,2.0,0.987657,2.0,2.6854,6.56531,10623,ecology-pop2
5952,100000,49217.5,1013.41,46.9166,0,0,215.672,203.329,0,0.0235192,0.0235192,0,3024.05,-42.357,0,29.8816,809.0,1148.0,809.0,1148.0,809.0,809.0,809.0,1148.0,339.0,7.823239999999998,6.2037900000000015,7.81035,6.03565,7.85273,7.7577,8.00901,6.1047,23.7754,930.0,34170.0,1148.0,2.0,2.0,0.0,0.0,0.0,27.0,24.0,27.0,1148.0,581.0,1148.0,0.0,0.0,2.0,0.877403,2.0,2.70315,6.81261,10184,ecology-pop10
6047,100000,272104000.0,1751.21,105639.0,0,0,176.22,172.646,0,0.017382400000000003,0.017382400000000003,0,1145.13,-1.18901,0,57606300.0,659.0,256.0,667.0,660.0,455.0,669.0,669.0,666.0,669.0,31.5083,52.1867,33.9035,32.6441,32.7261,22.3272,26.1512,32.359,23.658,9000.0,28890.0,978.0,300.0,110.0,0.0,0.0,0.0,17.0,7.0,17.0,978.0,433.0,978.0,0.0,0.0,8.0,2.11901,22.0,1.93035,5.47688,9722,ecology-pop7
6148,100000,872722000.0,1418.78,302430.0,0,0,177.59599999999998,172.114,0,0.00901804,0.00501002,0,1745.48,3.904430000000001,0,690587.0,528.0,122.0,477.0,408.0,431.0,520.0,477.0,454.0,451.0,23.1383,61.8168,26.8216,26.332,27.6173,18.8367,26.1099,30.9946,20.2834,9000.0,29730.0,998.0,722.0,221.0,0.0,0.0,0.0,9.0,12.0,5.0,772.0,574.0,998.0,0.0,0.0,37.0,2.37522,139.0,1.3908,3.83401,9532,killed-pop7
6249,100000,4.20611e+47,13166.4,2.5992500000000004e+43,0,0,823.2289999999998,764.7639999999999,0,0.00115741,0.0,0,3201.61,74.4803,0,-1.4224700000000002e+53,825.0,738.0,0.0,811.0,813.0,0.0,74.0,722.0,715.0,192.805,192.834,994.992,192.323,192.331,994.081,993.164,193.092,193.105,930.0,25920.0,864.0,815.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,117.0,426.0,864.0,0.0,0.0,19.0,1.20649,63.0,2.36009,5.4375,10419,killed-pop1
6342,100000,9818.31,866.86,10.4719,0,0,108.452,102.305,0,0.0102215,0.0076661,0,5677.85,-0.732316,0,6.66765,663.0,762.0,612.0,631.0,869.0,941.0,566.0,625.0,715.0,17.1187,7.316439999999999,12.107,10.2172,11.0097,8.04547,13.0693,9.55169,7.79018,9000.0,34860.0,1174.0,513.0,208.0,0.0,0.0,0.0,12.0,15.0,9.0,813.0,341.0,1174.0,0.0,0.0,118.0,5.5944699999999985,326.0,2.27517,5.4305400000000015,9550,killed-pop8
6443,100000,4970.34,799.3530000000002,6.2462,0,0,108.085,103.995,0,0.0156107,0.0156107,0,3669.8,4.22163,0,4.80593,1002.0,650.0,805.0,679.0,1029.0,1089.0,439.0,638.0,648.0,7.62131,8.3014,11.8709,7.8707600000000015,7.04513,5.65433,11.8579,9.87109,8.11604,9000.0,32280.0,1089.0,80.0,80.0,0.0,0.0,0.0,17.0,22.0,17.0,1089.0,270.0,1089.0,0.0,0.0,13.0,2.32821,47.0,2.60585,6.40896,9740,ecology-pop8
6544,100000,8195640000.0,3577.14,2291080.0,0,0,323.0,304.0,0,0.0053135,0.0053135,0,1165.51,-62.8708,0,2140950.0,941.0,941.0,941.0,941.0,941.0,941.0,941.0,0.0,941.0,16.8977,26.5528,16.0874,22.7196,19.4268,19.9271,22.9846,994.992,25.1875,930.0,28200.0,941.0,1.0,1.0,0.0,0.0,0.0,5.0,6.0,5.0,941.0,454.0,941.0,0.0,0.0,1.0,0.0,1.0,3.0,8.0,10964,ecology-pop9
6645,100000,242263000.0,1754.33,94363.6,0,0,175.981,172.317,0,0.013278899999999998,0.013278899999999998,0,1128.75,-6.38676,0,57813.5,668.0,266.0,678.0,672.0,445.0,671.0,671.0,670.0,671.0,23.1842,57.6092,23.8478,22.7145,31.2938,16.3087,24.1317,23.0396,19.6153,9000.0,29010.0,979.0,302.0,111.0,0.0,0.0,0.0,13.0,11.0,13.0,971.0,408.0,979.0,0.0,0.0,8.0,2.12452,21.0,1.93446,5.50155,9728,ecology-pop7
6746,100000,1263820000.0,1298.66,422636.0,0,0,176.645,171.77200000000005,0,0.0102145,0.00715015,0,1850.99,-13.8883,0,417923.0,492.0,125.0,425.0,352.0,384.0,482.0,425.0,401.0,398.0,23.1821,84.8679,24.79,24.8981,27.2818,18.9998,25.8264,29.8296,20.1539,9000.0,29100.0,979.0,733.0,216.0,0.0,0.0,0.0,10.0,6.0,7.0,723.0,579.0,979.0,0.0,0.0,36.0,2.41784,165.0,1.27939,3.5359300000000005,9538,killed-pop7
6847,100000,17622700.0,1968.76,6964.45,0,0,338.819,300.958,0,0.00771605,0.00771605,0,1051.15,4.24539,0,4686.46,1094.0,498.0,1102.0,993.0,615.0,1102.0,529.0,479.0,623.0,18.1389,37.5723,13.0736,15.5749,61.4264,13.9405,22.4724,22.0173,28.9703,9000.0,38580.0,1296.0,449.0,204.0,0.0,0.0,0.0,10.0,15.0,10.0,1293.0,470.0,1296.0,0.0,0.0,8.0,2.45655,64.0,2.23968,5.41686,11026,ecology-pop2
6948,100000,12810300000.0,2839.14,4112170.0,0,0,186.958,180.329,0,0.0163767,0.00818833,0,1645.26,1.32626,0,3184910.0,938.0,810.0,323.0,933.0,865.0,840.0,835.0,810.0,807.0,36.2701,37.2316,75.1997,28.9047,28.4175,30.529,37.8389,34.6376,30.2251,930.0,29250.0,977.0,583.0,147.0,0.0,0.0,0.0,16.0,14.0,8.0,578.0,474.0,977.0,0.0,0.0,32.0,2.24758,121.0,2.64282,7.32958,10130,killed-pop7
7042,100000,5.2955e+27,9303.98,5.67697e+23,0,0,473.207,353.777,0,0.00441989,0.00220994,0,2943.63,-2.3936,0,-1.80936e+26,900.0,889.0,886.0,894.0,893.0,888.0,883.0,879.0,883.0,73.9217,58.4406,68.3747,61.1851,82.4604,67.7966,73.6265,68.9764,69.1035,930.0,27180.0,905.0,755.0,118.0,0.0,0.0,0.0,4.0,6.0,2.0,275.0,441.0,905.0,0.0,0.0,20.0,0.433358,53.0,3.1194900000000003,8.83407,10971,killed-pop9
7143,100000,5.38513e+53,3572.58,3.7841600000000003e+49,0,0,415.869,383.977,0,0.0,0.0,0,1189.95,3.25506,0,1.1387900000000001e+51,302.0,269.0,285.0,293.0,301.0,305.0,251.0,194.0,284.0,143.055,144.88299999999995,148.72299999999996,145.496,140.461,140.305,144.207,147.733,145.339,9000.0,26550.0,885.0,821.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,649.0,634.0,885.0,0.0,0.0,26.0,1.94414,66.0,1.0145,2.80678,9575,killed-pop9
7244,100000,3.59821e+29,1045.63,3.2079e+25,0,0,362.216,358.185,0,0.00111483,0.0,0,49.602,-2.86676,0,1.24807e+29,129.0,120.0,129.0,129.0,129.0,129.0,121.0,16.0,122.0,67.7698,68.029,94.447,96.2374,94.8882,96.242,93.5127,994.992,95.262,9000.0,26880.0,897.0,799.0,132.0,0.0,0.0,0.0,1.0,0.0,0.0,790.0,782.0,897.0,0.0,0.0,5.0,0.694602,18.0,0.428537,1.1415799999999998,9765,ecology-pop9
7345,100000,320543.0,1348.85,236.08900000000003,0,0,105.509,101.407,0,0.0240848,0.0144509,0,4115.64,12.2159,0,612519.0,940.0,920.0,987.0,994.0,897.0,874.0,954.0,920.0,966.0,10.4678,10.5111,9.23542,9.46234,10.243,10.5182,9.93053,10.0391,9.65943,930.0,30930.0,1038.0,476.0,95.0,0.0,0.0,0.0,25.0,19.0,15.0,681.0,536.0,1038.0,0.0,0.0,62.0,2.08154,101.0,2.94091,8.15043,10150,killed-pop8
7439,100000,118196000.0,2179.82,52914.8,0,0,122.31,115.761,0,0.011802600000000002,0.00643777,0,1823.14,27.0218,0,39877.1,785.0,883.0,771.0,906.0,596.0,843.0,850.0,290.0,656.0,18.212,41.3792,59.9237,15.7268,24.4082,17.29,16.3095,46.8372,24.3207,930.0,27930.0,932.0,391.0,113.0,0.0,0.0,0.0,11.0,11.0,6.0,668.0,430.0,932.0,0.0,0.0,34.0,2.5714200000000003,102.0,2.64528,7.0623,10911,killed-pop6
7540,100000,99153900.0,2686.61,36574.1,0,0,388.894,319.689,0,0.00325733,0.00325733,0,993.05,4.22346,0,27870.3,1225.0,516.0,1225.0,1206.0,787.0,1225.0,724.0,438.0,787.0,13.7968,33.6238,12.7148,16.23,43.1444,14.2608,24.3239,49.4693,22.2972,9000.0,36720.0,1228.0,29.0,26.0,0.0,0.0,0.0,4.0,13.0,4.0,1228.0,357.0,1228.0,0.0,0.0,6.0,1.74393,17.0,2.69872,6.62058,9025,ecology-pop2
7641,100000,135911.0,1754.73,75.7135,0,0,187.947,176.84400000000005,0,0.0105919,0.00560748,0,1930.56,-5.6387800000000015,0,65.3202,909.0,531.0,1415.0,1402.0,607.0,1469.0,1091.0,1345.0,1353.0,14.8624,21.0453,8.86547,8.69357,14.6361,7.73463,9.88853,7.16303,7.020110000000002,9000.0,47640.0,1605.0,1151.0,468.0,0.0,0.0,0.0,17.0,25.0,9.0,769.0,563.0,1605.0,0.0,0.0,75.0,3.15567,212.0,2.54436,6.30127,11096,killed-pop5
7742,100000,537887000.0,2726.38,203349.0,0,0,494.655,469.386,0,0.010050299999999998,0.010050299999999998,0,1553.14,1.74941,0,173154.0,995.0,995.0,461.0,995.0,995.0,461.0,461.0,534.0,534.0,16.4342,18.3341,43.129,16.0284,16.1046,31.9737,30.8962,29.5053,29.4188,930.0,29820.0,995.0,2.0,2.0,0.0,0.0,0.0,10.0,13.0,10.0,995.0,499.0,995.0,0.0,0.0,2.0,0.996082,2.0,2.68281,6.46317,10005,ecology-pop1
7843,100000,4995190.0,1712.59,2648.8,0,0,183.689,171.002,0,0.00937207,0.00281162,0,1944.89,4.56965,0,2091.79,517.0,248.0,877.0,845.0,388.0,902.0,922.0,778.0,785.0,31.0318,61.7681,14.0859,15.8227,25.3671,14.5958,12.0223,13.512,13.8186,9000.0,31740.0,1067.0,748.0,207.0,0.0,0.0,0.0,10.0,11.0,3.0,375.0,233.0,1067.0,0.0,0.0,74.0,3.71786,235.0,2.41644,5.86471,9491,killed-pop5
7944,100000,18743900.0,2100.2,8888.43,0,0,120.566,115.566,0,0.010627,0.010627,0,1633.48,3.28032,0,2331.21,483.0,555.0,483.0,555.0,386.0,483.0,941.0,458.0,941.0,23.7156,67.9434,90.1245,21.5878,43.5953,23.9428,15.054,39.6482,16.9946,930.0,28170.0,941.0,4.0,4.0,0.0,0.0,0.0,10.0,11.0,10.0,941.0,462.0,941.0,0.0,0.0,3.0,1.305,3.0,2.36733,5.62154,10904,ecology-pop6
8045,100000,6132730.0,1767.63,3385.33,0,0,197.753,188.566,0,0.012024,0.011022,0,1593.81,-1.8331,0,2865.32,564.0,205.0,959.0,921.0,363.0,921.0,932.0,813.0,814.0,22.9858,61.5741,12.3213,13.0843,26.6638,11.175,10.6809,12.9023,13.1221,9000.0,29640.0,998.0,192.0,150.0,0.0,0.0,0.0,12.0,10.0,11.0,836.0,189.0,998.0,0.0,0.0,12.0,2.25741,38.0,2.65533,6.50202,9681,ecology-pop5
8146,100000,7439300.0,1622.38,4011.42,0,0,138.82,135.151,0,0.012766,0.0106383,0,2943.3,9.31015,0,3269.93,690.0,847.0,788.0,839.0,832.0,844.0,803.0,770.0,610.0,15.715,12.4823,13.0224,25.7023,12.0685,13.089,13.5866,33.7769,14.7297,930.0,28170.0,940.0,554.0,159.0,0.0,0.0,0.0,12.0,12.0,10.0,593.0,472.0,940.0,0.0,0.0,55.0,2.78175,146.0,2.67472,7.46965,10678,killed-pop4
8247,100000,83856.5,1112.68,74.9029,0,0,128.586,126.629,0,0.0215164,0.0215164,0,2858.12,19.6706,0,41.3593,322.0,976.0,654.0,976.0,976.0,976.0,696.0,280.0,696.0,18.2885,7.0541399999999985,10.7552,7.0119,7.182169999999998,7.12776,9.73247,27.8359,9.48402,930.0,29250.0,976.0,3.0,3.0,0.0,0.0,0.0,21.0,22.0,21.0,976.0,482.0,976.0,0.0,0.0,3.0,1.57487,3.0,2.74365,6.71355,10468,ecology-pop4
8348,100000,332596000.0,2754.95,98875.4,0,0,496.06,472.304,0,0.00496278,0.00496278,0,778.956,5.90428,0,-7.661460000000002e+50,1063.0,533.0,1069.0,533.0,1069.0,1068.0,533.0,536.0,536.0,17.0473,52.2058,17.8513,36.6652,20.5388,18.1419,37.5254,32.9502,33.069,9000.0,36090.0,1209.0,295.0,142.0,0.0,0.0,0.0,6.0,8.0,6.0,1207.0,366.0,1209.0,0.0,0.0,5.0,1.4510299999999998,20.0,2.37527,5.73605,11003,ecology-pop1
8449,100000,94782800.0,2660.0,35632.6,0,0,176.0,172.0,0,0.0137858,0.0137858,0,1221.16,15.3355,0,28906.8,943.0,0.0,0.0,943.0,943.0,943.0,943.0,943.0,943.0,17.4589,994.992,994.992,15.4842,17.378,33.882,17.9696,19.4244,29.5203,930.0,28200.0,943.0,1.0,1.0,0.0,0.0,0.0,13.0,11.0,13.0,943.0,456.0,943.0,0.0,0.0,1.0,0.0,1.0,2.77924,7.0,10928,ecology-pop7
8542,100000,9132.11,780.7280000000002,11.6889,0,0,108.0,104.201,0,0.0602656,0.0602656,0,3904.14,8.497819999999999,0,8.68975,979.0,979.0,682.0,979.0,791.0,297.0,485.0,682.0,682.0,10.1783,6.50036,7.31732,5.9986,15.2619,20.8738,13.0122,10.7791,8.73654,930.0,28920.0,979.0,3.0,3.0,0.0,0.0,0.0,59.0,51.0,59.0,979.0,487.0,979.0,0.0,0.0,3.0,1.48063,3.0,2.68235,6.694439999999998,10948,ecology-pop8
8643,100000,80514600000.0,1421.06,18357200.0,0,0,198.114,195.804,0,0.00635593,0.00635593,0,737.757,2.07144,0,13217900.0,317.0,8.0,317.0,309.0,317.0,317.0,317.0,8.0,309.0,28.5871,994.992,38.1652,34.0891,28.479,22.1513,22.3354,994.992,34.5998,9000.0,28200.0,944.0,518.0,133.0,0.0,0.0,0.0,6.0,6.0,6.0,944.0,692.0,944.0,0.0,0.0,3.0,0.975082,21.0,0.933677,2.33085,9641,ecology-pop3
8744,100000,13763.8,1108.04,12.699000000000002,0,0,127.504,124.449,0,0.016430200000000002,0.016430200000000002,0,2582.93,-1.6861099999999998,0,8.35609,326.0,982.0,1339.0,818.0,1339.0,1304.0,1276.0,521.0,818.0,19.4814,6.8032,5.1825,11.75,5.04207,5.22376,5.28003,9.13373,11.1401,9000.0,39570.0,1339.0,82.0,82.0,0.0,0.0,0.0,22.0,31.0,22.0,1339.0,469.0,1339.0,0.0,0.0,9.0,2.22851,13.0,2.69707,6.51221,9262,ecology-pop4
8838,100000,5.63656e+16,3582.1,10070500000000.0,0,0,256.154,238.364,0,0.00212766,0.0,0,1034.95,20.0874,0,6.08641e+62,573.0,322.0,562.0,552.0,571.0,583.0,582.0,280.0,463.0,33.9674,57.0431,40.7467,49.3847,57.5447,37.2868,36.4714,66.6966,82.1655,9000.0,28140.0,940.0,750.0,251.0,0.0,0.0,0.0,2.0,4.0,0.0,558.0,435.0,940.0,0.0,0.0,32.0,2.45446,179.0,1.76998,4.7649599999999985,9451,killed-pop3
8939,100000,133528000000.0,4374.83,30521600.0,0,0,263.0,258.0,0,0.00319829,0.00319829,0,869.054,-59.6639,0,14953000.0,938.0,938.0,0.0,938.0,938.0,938.0,938.0,0.0,938.0,21.4677,20.8619,994.992,23.3849,42.4677,23.2447,36.0303,994.992,40.0757,930.0,28110.0,938.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,938.0,447.0,938.0,0.0,0.0,1.0,0.0,1.0,2.8052,7.0,10441,ecology-pop3
9040,100000,22134.0,1122.38,19.6916,0,0,127.379,124.263,0,0.0216216,0.0216216,0,2551.55,1.36426,0,18.8203,268.0,786.0,1110.0,734.0,1098.0,1086.0,1020.0,375.0,724.0,25.2862,11.4733,7.464739999999999,10.4412,7.4969199999999985,7.84894,8.17637,20.902,10.9546,9000.0,32610.0,1110.0,94.0,94.0,0.0,0.0,0.0,24.0,21.0,24.0,1110.0,272.0,1110.0,0.0,0.0,14.0,2.54421,22.0,2.69218,6.48991,9463,ecology-pop4
9141,100000,213481000.0,2279.78,99737.5,0,0,338.565,302.276,0,0.003003,0.003003,0,1736.73,-12.7145,0,61649.9,999.0,709.0,471.0,999.0,999.0,528.0,709.0,290.0,709.0,15.0629,37.8708,26.982,15.3686,12.4663,36.0982,26.2019,52.4206,19.4954,930.0,29970.0,999.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,3.0,999.0,525.0,999.0,0.0,0.0,3.0,1.45127,3.0,2.64331,6.41884,10020,ecology-pop2
9234,100000,8.76773e+66,19828.0,4.37206e+62,0,0,1012.22,697.127,0,0.00224467,0.0,0,3282.16,-11.3063,0,1.2092200000000005e+72,660.0,660.0,652.0,660.0,608.0,658.0,639.0,614.0,613.0,172.29,172.796,167.88099999999997,168.14,211.61,170.94099999999997,184.306,233.549,193.573,930.0,26730.0,891.0,869.0,10.0,0.0,0.0,0.0,2.0,2.0,0.0,52.0,453.0,891.0,0.0,0.0,20.0,1.4818,263.0,2.27541,6.46914,10651,killed-pop3
9335,100000,10239.5,780.845,13.1123,0,0,108.0,104.152,0,0.014568200000000003,0.014568200000000003,0,3901.8,-55.5671,0,8.69218,961.0,961.0,652.0,961.0,764.0,309.0,506.0,652.0,652.0,7.67151,6.23727,8.60849,5.59197,13.472,13.812,8.0709,11.0531,9.46521,930.0,28740.0,961.0,3.0,3.0,0.0,0.0,0.0,14.0,13.0,14.0,961.0,476.0,961.0,0.0,0.0,3.0,1.50537,3.0,2.67876,6.677789999999999,10942,ecology-pop8
9428,100000,4.72725e+35,14348.0,3.21288e+31,0,0,826.06,442.19,0,0.0,0.0,0,1924.2,-61.7227,0,-1.5702e+54,898.0,653.0,2.0,845.0,875.0,323.0,338.0,517.0,513.0,114.284,208.905,994.283,117.75,114.89,198.71400000000003,197.765,218.9,217.531,930.0,27090.0,903.0,854.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,451.0,903.0,0.0,0.0,18.0,1.89158,44.0,2.37282,5.49723,10214,killed-pop1
9529,100000,10433.0,1093.97,9.51768,0,0,126.671,123.696,0,0.0283582,0.0283582,0,2575.51,-0.941687,0,8.097669999999999,346.0,941.0,1322.0,744.0,1340.0,1319.0,1283.0,596.0,744.0,18.0699,10.7094,6.84532,12.6989,6.6140300000000005,6.78505,7.05585,13.6961,12.9024,9000.0,39120.0,1340.0,77.0,77.0,0.0,0.0,0.0,38.0,26.0,38.0,1340.0,452.0,1340.0,0.0,0.0,11.0,2.39354,17.0,2.68191,6.44301,9268,ecology-pop4
9623,100000,131131.0,1246.59,108.786,0,0,246.051,189.185,0,0.0194863,0.0106289,0,3154.32,-9.98136,0,76.233,528.0,648.0,577.0,598.0,977.0,1083.0,692.0,915.0,345.0,14.2654,11.2906,11.8001,11.8711,8.53882,8.26013,11.1298,8.617469999999999,25.539,9000.0,33270.0,1129.0,771.0,242.0,0.0,0.0,0.0,22.0,19.0,12.0,488.0,321.0,1129.0,0.0,0.0,64.0,4.03716,143.0,2.37954,5.6196,9590,killed-pop10
9724,100000,68700900.0,2189.8,31092.0,0,0,121.535,115.751,0,0.0102881,0.00514403,0,1779.18,-44.9902,0,18607.5,725.0,734.0,700.0,730.0,923.0,711.0,915.0,214.0,909.0,19.5881,18.8887,115.465,19.3914,14.2114,19.4201,14.2239,55.8771,15.7245,930.0,29160.0,972.0,374.0,123.0,0.0,0.0,0.0,10.0,12.0,5.0,730.0,478.0,972.0,0.0,0.0,31.0,1.75548,69.0,2.61146,6.74742,10116,killed-pop6
9817,100000,6742670.0,1629.0,3948.84,0,0,160.309,154.334,0,0.0117521,0.00747863,0,2971.57,32.9505,0,2248.89,846.0,882.0,883.0,890.0,818.0,823.0,851.0,852.0,868.0,12.3166,11.7653,11.626,11.8512,11.9282,12.3387,11.7765,11.7842,11.866,930.0,28050.0,936.0,557.0,148.0,0.0,0.0,0.0,11.0,11.0,7.0,567.0,460.0,936.0,0.0,0.0,56.0,1.85306,124.0,2.9593700000000003,8.23957,10957,killed-pop8
9918,100000,25340.9,1107.97,22.9096,0,0,126.965,123.934,0,0.0219966,0.0219966,0,2562.54,-2.26742,0,18.4318,312.0,848.0,1161.0,701.0,1173.0,1161.0,1104.0,480.0,701.0,20.0019,9.06817,6.42185,9.85829,6.13247,6.3421699999999985,6.49624,16.2356,9.87007,9000.0,34770.0,1182.0,95.0,95.0,0.0,0.0,0.0,26.0,20.0,26.0,1182.0,337.0,1182.0,0.0,0.0,13.0,2.4539,20.0,2.68608,6.46695,9469,ecology-pop4
10019,100000,337409000000.0,2906.96,117261000.0,0,0,415.695,313.988,0,0.00428725,0.00214362,0,1851.56,41.8907,0,9.8976e+18,930.0,532.0,793.0,907.0,886.0,849.0,812.0,363.0,494.0,16.7344,75.1233,61.258,24.7643,24.5287,28.1341,22.7514,57.2417,67.4711,930.0,27990.0,933.0,805.0,106.0,0.0,0.0,0.0,4.0,4.0,2.0,241.0,468.0,933.0,0.0,0.0,34.0,2.69323,174.0,2.61911,7.03751,10436,killed-pop2
10120,100000,7.96809e+33,9378.76,5.18813e+29,0,0,736.9760000000001,531.128,0,0.00113636,0.0,0,1339.04,-24.5851,0,-6.986570000000003e+90,638.0,22.0,628.0,103.0,544.0,621.0,31.0,501.0,494.0,129.375,994.827,132.244,972.972,137.847,129.679,705.806,138.52,138.69899999999998,9000.0,26400.0,880.0,843.0,71.0,0.0,0.0,0.0,1.0,2.0,0.0,262.0,295.0,880.0,0.0,0.0,23.0,2.01313,91.0,1.7739599999999998,4.06826,9411,killed-pop1
10221,100000,30684900000.0,2822.66,6552950.0,0,0,685.548,650.7909999999998,0,0.00636943,0.00636943,0,668.0319999999998,-2.40186,0,5799380.0,563.0,33.0,563.0,33.0,563.0,563.0,33.0,530.0,530.0,27.8219,994.992,27.6916,994.982,27.6557,27.7887,994.992,27.8263,27.5479,9000.0,28080.0,942.0,360.0,68.0,0.0,0.0,0.0,6.0,5.0,6.0,942.0,466.0,942.0,0.0,0.0,3.0,1.16647,13.0,1.54676,3.60832,9601,ecology-pop1
10322,100000,107813.0,1045.03,100.405,0,0,139.305,133.313,0,0.014783500000000003,0.006335800000000001,0,3281.77,0.0579847,0,66.9829,364.0,892.0,713.0,765.0,869.0,893.0,553.0,303.0,550.0,20.3884,7.79205,9.2847,9.58224,7.71341,7.6208300000000015,11.706,24.8084,12.0035,930.0,28380.0,947.0,543.0,174.0,0.0,0.0,0.0,14.0,17.0,6.0,605.0,470.0,947.0,0.0,0.0,45.0,3.05672,68.0,2.56135,6.23118,10672,killed-pop4
10423,100000,396070000000.0,3218.72,112918000.0,0,0,190.807,183.495,0,0.00647249,0.00431499,0,1683.72,-22.7976,0,73752400.0,895.0,782.0,263.0,873.0,806.0,798.0,789.0,773.0,773.0,27.2894,29.021,73.6359,22.1817,22.8639,27.7713,26.2515,33.2488,22.8032,930.0,27780.0,927.0,576.0,155.0,0.0,0.0,0.0,6.0,5.0,4.0,536.0,443.0,927.0,0.0,0.0,31.0,2.09965,121.0,2.66157,7.283710000000001,10937,killed-pop7
10524,100000,65895.8,1094.12,61.003,0,0,127.539,125.481,0,0.0206186,0.0206186,0,2881.77,37.2974,0,38.1986,261.0,970.0,709.0,970.0,970.0,970.0,653.0,317.0,653.0,27.7381,7.4321100000000015,9.77091,7.14595,7.3193199999999985,7.10388,14.8192,14.986,14.3388,930.0,29010.0,970.0,3.0,3.0,0.0,0.0,0.0,20.0,18.0,20.0,970.0,471.0,970.0,0.0,0.0,3.0,1.56541,3.0,2.7346,6.672860000000001,10462,ecology-pop4
10617,100000,150243000.0,2660.0,56482.3,0,0,176.0,172.0,0,0.00746269,0.00746269,0,1238.61,11.204,0,27297.7,938.0,0.0,0.0,938.0,938.0,938.0,938.0,938.0,938.0,18.1528,994.992,994.992,17.4988,19.6041,33.7711,20.3599,18.8179,30.0381,930.0,28110.0,938.0,1.0,1.0,0.0,0.0,0.0,7.0,8.0,7.0,938.0,436.0,938.0,0.0,0.0,1.0,0.0,1.0,2.77924,7.0,10922,ecology-pop7
10718,100000,660752.0,1235.57,535.614,0,0,235.438,223.074,0,0.0284872,0.0147348,0,3025.0,-16.4917,0,361.322,995.0,1009.0,989.0,997.0,947.0,994.0,966.0,908.0,551.0,9.70485,9.62155,9.62374,9.21274,10.0356,9.64261,9.85583,19.5131,15.8233,930.0,30420.0,1018.0,699.0,171.0,0.0,0.0,0.0,29.0,28.0,15.0,514.0,562.0,1018.0,0.0,0.0,42.0,2.2902,83.0,2.95567,8.207880000000001,10194,killed-pop10
10812,100000,69637600.0,2559.63,23601.1,0,0,500.889,475.124,0,0.014342600000000004,0.014342600000000004,0,819.6239999999998,1.90582,0,25139.8,1079.0,534.0,1084.0,534.0,1084.0,1082.0,534.0,550.0,550.0,13.2128,35.1923,14.1362,24.7405,17.6128,14.4392,25.0052,32.719,32.8909,9000.0,37110.0,1255.0,366.0,175.0,0.0,0.0,0.0,18.0,7.0,18.0,1252.0,417.0,1255.0,0.0,0.0,5.0,1.48719,21.0,2.31998,5.59856,11009,ecology-pop1
